area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
B,Social studies,L9,Others in social studies,L,Social Studies,L990,Social studies not elsewhere classified,Social studies not elsewhere classified
C,Law,M0,Broadly-based programmes within law,M,Law,M000,Law,Law
C,Law,M1,Law by area,M,Law,M100,Law by area,Law by area
C,Law,M1,Law by area,M,Law,M110,UK legal systems,UK legal systems
C,Law,M1,Law by area,M,Law,M111,English law,English law
C,Law,M1,Law by area,M,Law,M112,Welsh law,Welsh law
C,Law,M1,Law by area,M,Law,M113,Northern Irish law,Northern Irish law
C,Law,M1,Law by area,M,Law,M114,Scottish law,Scottish law
C,Law,M1,Law by area,M,Law,M120,European Union law,European Union law
C,Law,M1,Law by area,M,Law,M130,Public international law,Public international law
C,Law,M1,Law by area,M,Law,M140,Comparative law,Comparative law
C,Law,M1,Law by area,M,Law,M190,Law by area not elsewhere classified,Law by area not elsewhere classified
C,Law,M2,Law by topic,M,Law,M200,Law by topic,Law by topic
C,Law,M2,Law by topic,M,Law,M210,Public law,Public law
C,Law,M2,Law by topic,M,Law,M211,Criminal law,Criminal law
C,Law,M2,Law by topic,M,Law,M220,Private law,Private law
C,Law,M2,Law by topic,M,Law,M221,Business & commercial law,Business & commercial law
C,Law,M2,Law by topic,M,Law,M222,Contract law,Contract law
C,Law,M2,Law by topic,M,Law,M223,Property law,Property law
C,Law,M2,Law by topic,M,Law,M224,Torts,Torts
C,Law,M2,Law by topic,M,Law,M240,Jurisprudence,Jurisprudence
C,Law,M2,Law by topic,M,Law,M250,Legal practice,Legal practice
C,Law,M2,Law by topic,M,Law,M260,Medical law,Medical law
C,Law,M2,Law by topic,M,Law,M270,Sociology of law,Sociology of law
C,Law,M2,Law by topic,M,Law,M290,Law by topic not elsewhere classified,Law by topic not elsewhere classified
C,Law,M9,Others in law,M,Law,M900,Others in law,Others in law
C,Law,M9,Others in law,M,Law,M990,Law not elsewhere classified,Law not elsewhere classified
D,Business & administrative studies,N0,Broadly-based programmes within business & administrative studies,N,Business and Administrative Studies,N000,Business & administrative studies,Business & administrative studies
D,Business & administrative studies,N1,Business studies,N,Business and Administrative Studies,N100,Business studies,Business studies
D,Business & administrative studies,N1,Business studies,N,Business and Administrative Studies,N110,European business studies,European business studies
D,Business & administrative studies,N1,Business studies,N,Business and Administrative Studies,N120,International business studies,International business studies
D,Business & administrative studies,N1,Business studies,N,Business and Administrative Studies,N190,Business studies not elsewhere classified,Business studies not elsewhere classified
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N200,Management studies,Management studies
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N210,Management techniques,Management techniques
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N211,Strategic management,Strategic management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N212,Creative management,Creative management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N213,Project management,Project management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N214,Change management,Change management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N215,Organisational development,Organisational development
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N220,Institutional management,Institutional management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N223,Domestic management,Domestic management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N224,Management & organisation of education,Management & organisation of education
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N225,Criminal justice management,Criminal justice management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N230,Land & property management,Land & property management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N231,Land management,Land management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N232,Property management,Property management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N234,Property valuation & auctioneering,Property valuation & auctioneering
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N240,Retail management,Retail management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N250,Emergency & disaster management,Emergency & disaster management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N251,Emergency services management,Emergency services management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N252,Disaster management,Disaster management
D,Business & administrative studies,N2,Management studies,N,Business and Administrative Studies,N290,Management studies not elsewhere classified,Management studies not elsewhere classified
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N300,Finance,Finance
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N310,Banking,Banking
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N320,Investment & insurance,Investment & insurance
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N321,Investment,Investment
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N322,Insurance,Insurance
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N323,Actuarial science,Actuarial science
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N330,Taxation,Taxation
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N340,Financial management,Financial management
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N341,Financial risk,Financial risk
D,Business & administrative studies,N3,Finance,N,Business and Administrative Studies,N390,Finance not elsewhere classified,Finance not elsewhere classified
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N400,Accounting,Accounting
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N410,Accountancy,Accountancy
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N411,Cost & management accountancy,Cost & management accountancy
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N412,Public accountancy,Public accountancy
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N413,Book keeping,Book keeping
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N420,Accounting theory,Accounting theory
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N421,Auditing of accounts,Auditing of accounts
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N422,Financial reporting,Financial reporting
D,Business & administrative studies,N4,Accounting,N,Business and Administrative Studies,N490,Accounting not elsewhere classified,Accounting not elsewhere classified
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N500,Marketing,Marketing
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N510,Market research,Market research
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N520,Sales management,Sales management
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N530,Distribution,Distribution
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N550,International marketing,International marketing
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N560,Promotion & advertising,Promotion & advertising
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N561,Advertising,Advertising
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N562,Corporate image,Corporate image
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N563,Sponsorship,Sponsorship
D,Business & administrative studies,N5,Marketing,N,Business and Administrative Studies,N590,Marketing not elsewhere classified,Marketing not elsewhere classified
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N600,Human resource management,Human resource management
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N611,Industrial relations,Industrial relations
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N612,Staff development,Staff development
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N613,Training methods,Training methods
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N614,Recruitment methods,Recruitment methods
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N620,Health & safety issues,Health & safety issues
D,Business & administrative studies,N6,Human resource management,N,Business and Administrative Studies,N690,Human resources management not elsewhere classified,Human resources management not elsewhere classified
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N700,Office skills,Office skills
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N710,Office administration,Office administration
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N720,Secretarial & typing skills,Secretarial & typing skills
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N721,Audio typing,Audio typing
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N722,Shorthand & shorthand transcription,Shorthand & shorthand transcription
D,Business & administrative studies,N7,Office skills,N,Business and Administrative Studies,N790,Office skills not elsewhere classified,Office skills not elsewhere classified
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N800,"Hospitality, leisure, sport, tourism & transport","Hospitality, leisure, sport, tourism & transport"
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N810,Travel management,Travel management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N820,Event management,Event management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N830,Tourism,Tourism
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N831,Tourism studies,Tourism studies
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N832,Tourism management,Tourism management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N850,Transport studies,Transport studies
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N851,Land travel,Land travel
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N852,Sea travel,Sea travel
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N853,Air travel,Air travel
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N860,Hospitality,Hospitality
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N861,Hospitality studies,Hospitality studies
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N862,Hospitality management,Hospitality management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N870,Recreation & leisure studies,Recreation & leisure studies
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N871,Spa management,Spa management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N872,Salon management,Salon management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N880,Sport management,Sport management
D,Business & administrative studies,N8,"Hospitality, leisure, sport, tourism & transport",N,Business and Administrative Studies,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified","Hospitality, leisure, sport, tourism & transport not elsewhere classified"
D,Business & administrative studies,N9,Others in business & administrative studies,N,Business and Administrative Studies,N900,Others in business & administrative studies,Others in business & administrative studies
D,Business & administrative studies,N9,Others in business & administrative studies,N,Business and Administrative Studies,N990,Business & administrative studies not elsewhere classified,Business & administrative studies not elsewhere classified
E,Mass communications & documentation,P0,Broadly-based programmes within mass communications & documentation,P,Mass Communication & Documentation,P000,Mass communications & documentation,Mass communications & documentation
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P100,Information services,Information services
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P110,Information management,Information management
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P120,Librarianship,Librarianship
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P121,Library studies,Library studies
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P130,Curatorial studies,Curatorial studies
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P131,Museum studies,Museum studies
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P132,Archive studies,Archive studies
E,Mass communications & documentation,P1,Information services,P,Mass Communication & Documentation,P190,Information services not elsewhere classified,Information services not elsewhere classified
E,Mass communications & documentation,P2,Publicity studies,P,Mass Communication & Documentation,P200,Publicity studies,Publicity studies
E,Mass communications & documentation,P2,Publicity studies,P,Mass Communication & Documentation,P210,Public relations,Public relations
E,Mass communications & documentation,P2,Publicity studies,P,Mass Communication & Documentation,P290,Publicity studies not elsewhere classified,Publicity studies not elsewhere classified
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P300,Media studies,Media studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P301,Television studies,Television studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P302,Radio studies,Radio studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P303,Film studies,Film studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P304,Electronic media studies,Electronic media studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P305,Paper-based media studies,Paper-based media studies
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P310,Media production,Media production
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P311,Television production,Television production
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P312,Radio production,Radio production
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P313,Film production,Film production
E,Mass communications & documentation,P3,Media studies,P,Mass Communication & Documentation,P390,Media studies not elsewhere classified,Media studies not elsewhere classified
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P400,Publishing,Publishing
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P410,Electronic publishing,Electronic publishing
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P411,Publishing on audio/video tape,Publishing on audio/video tape
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P412,Publishing on CD-ROM,Publishing on CD-ROM
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P413,Publishing via the World Wide Web,Publishing via the World Wide Web
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P420,Multimedia publishing,Multimedia publishing
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P430,Interactive publishing,Interactive publishing
E,Mass communications & documentation,P4,Publishing,P,Mass Communication & Documentation,P490,Publishing not elsewhere classified,Publishing not elsewhere classified
E,Mass communications & documentation,P5,Journalism,P,Mass Communication & Documentation,P500,Journalism,Journalism
E,Mass communications & documentation,P5,Journalism,P,Mass Communication & Documentation,P510,Factual reporting,Factual reporting
E,Mass communications & documentation,P5,Journalism,P,Mass Communication & Documentation,P590,Journalism not elsewhere classified,Journalism not elsewhere classified
E,Mass communications & documentation,P9,Others in mass communications & documentation,P,Mass Communication & Documentation,P900,Others in mass communications & documentation,Others in mass communications & documentation
E,Mass communications & documentation,P9,Others in mass communications & documentation,P,Mass Communication & Documentation,P990,Mass communications & documentation not elsewhere classified,Mass communications & documentation not elsewhere classified
F,Languages,Q0,Broadly-based programmes within languages,Q,"Linguistics, Classics and Related Subjects",Q000,"Linguistics, classics & related subjects","Linguistics, classics & related subjects"
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q100,Linguistics,Linguistics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q110,Applied linguistics,Applied linguistics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q120,Historical linguistics,Historical linguistics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q130,Phonetics & phonology,Phonetics & phonology
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q131,Phonetics,Phonetics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q132,Phonology,Phonology
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q140,Sociolinguistics,Sociolinguistics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q150,Psycholinguistics,Psycholinguistics
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q160,British Sign Language,Sign Languages
F,Languages,Q1,Linguistics,Q,"Linguistics, Classics and Related Subjects",Q190,Linguistics not elsewhere classified,Linguistics not elsewhere classified
F,Languages,Q2,Comparative literary studies,Q,"Linguistics, Classics and Related Subjects",Q200,Comparative literary studies,Comparative literary studies
F,Languages,Q2,Comparative literary studies,Q,"Linguistics, Classics and Related Subjects",Q210,Literature in translation,Literature in translation
F,Languages,Q2,Comparative literary studies,Q,"Linguistics, Classics and Related Subjects",Q220,Literature in its original language,Literature in its original language
F,Languages,Q2,Comparative literary studies,Q,"Linguistics, Classics and Related Subjects",Q290,Comparative literary studies not elsewhere classified,Comparative literary studies not elsewhere classified
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q300,English studies,English studies
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q310,English language,English language
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q320,English literature,English literature
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q321,English literature by period,English literature by period
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q322,English literature by author,English literature by author
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q323,English literature by topic,English literature by topic
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q330,English as a second language,English as a second language
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q340,English literature written as a second language,English literature written as a second language
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q350,Scots language,Scots language
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q360,Scots literature,Scots literature
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q370,Irish language,Irish language
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q380,Irish literature,Irish literature
F,Languages,Q3,English studies,Q,"Linguistics, Classics and Related Subjects",Q390,English studies not elsewhere classified,English studies not elsewhere classified
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q400,Ancient language studies,Ancient language studies
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q410,Ancient Egyptian,Ancient Egyptian
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q411,Coptic,Coptic
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q420,Classical Arabic,Classical Arabic
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q430,Akkadian,Akkadian
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q440,Sumerian,Sumerian
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q450,Sanskrit,Sanskrit
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q460,Prakrit,Prakrit
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q470,Aramaic,Aramaic
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q480,Hebrew,Hebrew
F,Languages,Q4,Ancient language studies,Q,"Linguistics, Classics and Related Subjects",Q490,Ancient language studies not elsewhere classified,Ancient language studies not elsewhere classified
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q500,Celtic studies,Celtic studies
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q510,Ancient Celtic studies,Ancient Celtic studies
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q520,Modern Celtic studies,Modern Celtic studies
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q521,Goidelic group of languages,Goidelic group of languages
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q522,Brythonic group of languages,Brythonic group of languages
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q530,Scottish Gaelic,Scottish Gaelic
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q531,Scottish Gaelic literature,Scottish Gaelic literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q540,Irish Gaelic,Irish Gaelic
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q541,Irish Gaelic literature,Irish Gaelic literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q550,Manx,Manx
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q551,Manx literature,Manx literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q560,Welsh,Welsh
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q561,Welsh literature,Welsh literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q570,Cornish,Cornish
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q571,Cornish literature,Cornish literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q580,Breton,Breton
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q581,Breton literature,Breton literature
F,Languages,Q5,Celtic studies,Q,"Linguistics, Classics and Related Subjects",Q590,Celtic studies not elsewhere classified,Celtic studies not elsewhere classified
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q600,Latin studies,Latin studies
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q610,Latin language,Latin language
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q611,Church Latin,Church Latin
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q612,Medieval Latin,Medieval Latin
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q620,Latin literature,Latin literature
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q630,Latin literature in translation,Latin literature in translation
F,Languages,Q6,Latin studies,Q,"Linguistics, Classics and Related Subjects",Q690,Latin studies not elsewhere classified,Latin studies not elsewhere classified
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q700,Classical Greek studies,Classical Greek studies
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q710,Classical Greek language,Classical Greek language
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q711,Classical Church Greek,Classical Church Greek
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q712,Late Greek,Late Greek
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q720,Classical Greek literature,Classical Greek literature
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q730,Classical Greek literature in translation,Classical Greek literature in translation
F,Languages,Q7,Classical Greek studies,Q,"Linguistics, Classics and Related Subjects",Q790,Classical Greek studies not elsewhere classified,Classical Greek studies not elsewhere classified
F,Languages,Q8,Classical studies,Q,"Linguistics, Classics and Related Subjects",Q800,Classical studies,Classical studies
F,Languages,Q8,Classical studies,Q,"Linguistics, Classics and Related Subjects",Q810,Classical reception,Classical reception
F,Languages,Q8,Classical studies,Q,"Linguistics, Classics and Related Subjects",Q890,Classical studies not elsewhere classified,Classical studies not elsewhere classified
F,Languages,Q9,"Others in linguistics, classics & related subjects",Q,"Linguistics, Classics and Related Subjects",Q900,"Others in linguistics, classics & related subjects","Others in linguistics, classics & related subjects"
F,Languages,Q9,"Others in linguistics, classics & related subjects",Q,"Linguistics, Classics and Related Subjects",Q910,Translation studies,Translation studies
F,Languages,Q9,"Others in linguistics, classics & related subjects",Q,"Linguistics, Classics and Related Subjects",Q920,Translation theory,Translation theory
F,Languages,Q9,"Others in linguistics, classics & related subjects",Q,"Linguistics, Classics and Related Subjects",Q990,"Linguistics, classics & related subjects not elsewhere classified","Linguistics, classics & related subjects not elsewhere classified"
F,Languages,Q0,Broadly-based programmes within languages,R,"European Languages, Literature and Related Subjects",R000,"European languages, literature & related subjects","European languages, literature & related subjects"
F,Languages,R1,French studies,R,"European Languages, Literature and Related Subjects",R100,French studies,French studies
F,Languages,R1,French studies,R,"European Languages, Literature and Related Subjects",R110,French language,French language
F,Languages,R1,French studies,R,"European Languages, Literature and Related Subjects",R120,French literature,French literature
F,Languages,R1,French studies,R,"European Languages, Literature and Related Subjects",R130,French society & culture,French society & culture
F,Languages,R1,French studies,R,"European Languages, Literature and Related Subjects",R190,French studies not elsewhere classified,French studies not elsewhere classified
F,Languages,R2,German studies,R,"European Languages, Literature and Related Subjects",R200,German studies,German studies
F,Languages,R2,German studies,R,"European Languages, Literature and Related Subjects",R210,German language,German language
F,Languages,R2,German studies,R,"European Languages, Literature and Related Subjects",R220,German literature,German literature
F,Languages,R2,German studies,R,"European Languages, Literature and Related Subjects",R230,German society & culture,German society & culture
F,Languages,R2,German studies,R,"European Languages, Literature and Related Subjects",R290,German studies not elsewhere classified,German studies not elsewhere classified
F,Languages,R3,Italian studies,R,"European Languages, Literature and Related Subjects",R300,Italian studies,Italian studies
F,Languages,R3,Italian studies,R,"European Languages, Literature and Related Subjects",R310,Italian language,Italian language
F,Languages,R3,Italian studies,R,"European Languages, Literature and Related Subjects",R320,Italian literature,Italian literature
F,Languages,R3,Italian studies,R,"European Languages, Literature and Related Subjects",R330,Italian society & culture,Italian society & culture
F,Languages,R3,Italian studies,R,"European Languages, Literature and Related Subjects",R390,Italian studies not elsewhere classified,Italian studies not elsewhere classified
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R400,Spanish studies,Spanish studies
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R410,Spanish language,Spanish language
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R411,Spanish languages in other countries,Spanish languages in other countries
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R420,Spanish literature,Spanish literature
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R430,Spanish society & culture,Spanish society & culture
F,Languages,R4,Spanish studies,R,"European Languages, Literature and Related Subjects",R490,Spanish studies not elsewhere classified,Spanish studies not elsewhere classified
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R500,Portuguese studies,Portuguese studies
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R510,Portuguese language,Portuguese language
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R511,Portuguese languages in other countries,Portuguese languages in other countries
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R520,Portuguese literature,Portuguese literature
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R530,Portuguese society & culture,Portuguese society & culture
F,Languages,R5,Portuguese studies,R,"European Languages, Literature and Related Subjects",R590,Portuguese studies not elsewhere classified,Portuguese studies not elsewhere classified
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R600,Scandinavian studies,Scandinavian studies
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R610,Scandinavian languages,Scandinavian languages
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R611,Swedish language,Swedish language
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R612,Norwegian language,Norwegian language
